"","X","bug_status","resolution","bug_id","creation_ts","reporter","reporter_org","reporter_group","bug_severity","votes","assigned_to","assigned_to_org","assigned_to_group","delta_ts","short_desc","priority","qa_contact","everconfirmed","component_id","outcome","logical_outcome"
"117",13747,"RESOLVED","DUPLICATE",321443,"2005-12-24 14:09:26",229673,"alkalisoftware.ca","other","enhancement",0,1,NA,NA,"2005-12-24 14:16:50","Too easy to lose data entered into a form.","--",NA,FALSE,408,"not_fixed",FALSE
"118",13748,"RESOLVED","DUPLICATE",254954,"2004-08-09 14:53:46",149596,"baka.ca","other","minor",0,13548,NA,NA,"2004-08-09 15:08:03","the onScroll event only fires when you drag the scrollbar, not when the arrow keys or mousewheel are used.","--",NA,FALSE,279,"not_fixed",FALSE
"119",13749,"RESOLVED","DUPLICATE",564356,"2010-05-06 21:40:33",382383,"cartanova.ca","other","normal",0,1,NA,NA,"2010-05-07 00:52:39","""Live bookmark loading..."" persists, multiplies on each reload","--",NA,FALSE,277,"not_fixed",FALSE
"120",13750,"RESOLVED","DUPLICATE",668333,"2011-06-29 13:32:09",301962,"carterfamily.ca","other","enhancement",0,1,NA,NA,"2011-06-29 14:05:10","Sync themes and add-ons","--",NA,FALSE,687,"not_fixed",FALSE
"121",13751,"RESOLVED","DUPLICATE",697508,"2011-10-26 11:16:57",428350,"ccomp.ca","other","normal",0,1,NA,NA,"2011-10-26 13:17:38","Firefox does not consistently handle attachments when utilizing content-disposition header with a space character in the attachment field","--",NA,FALSE,381,"not_fixed",FALSE
"122",13752,"RESOLVED","DUPLICATE",303582,"2005-08-05 08:54:42",204728,"clayton.ca","other","normal",0,1,NA,NA,"2005-08-05 10:36:55","copy to clipboard adds a leading/trailing space unexpectedly","--",NA,FALSE,279,"not_fixed",FALSE
"123",13753,"RESOLVED","DUPLICATE",220071,"2003-09-23 10:32:09",113277,"cltoronto.ca","other","major",0,13548,NA,NA,"2006-08-27 05:27:43","Manual proxy settings ignored","--",NA,FALSE,278,"not_fixed",FALSE
"124",13754,"RESOLVED","DUPLICATE",411936,"2008-01-11 09:48:10",228807,"cresencia.ca","other","normal",0,1,NA,NA,"2008-02-06 08:31:18","After deleting an entry in the auto-complete puts focus back to location bar","--",NA,TRUE,294,"not_fixed",FALSE
"125",13755,"RESOLVED","DUPLICATE",356893,"2006-10-16 16:55:36",256946,"customdesigns.ca","other","enhancement",0,1,NA,NA,"2006-10-16 21:03:40","Shortcut Key For Download Manager","--",NA,FALSE,276,"not_fixed",FALSE
"126",13756,"RESOLVED","DUPLICATE",290966,"2005-04-19 07:16:48",196816,"dase.ca","other","enhancement",0,10520,NA,NA,"2005-04-19 08:04:28","ctrl+n should open a duplicated instance of an existing window","--",11608,FALSE,409,"not_fixed",FALSE
"127",13757,"RESOLVED","DUPLICATE",326973,"2006-02-12 21:42:01",78008,"desrt.ca","other","normal",0,1,NA,NA,"2010-01-25 19:36:17","bookmark toolbar doesn't re-expand after making window very small","--",NA,FALSE,275,"not_fixed",FALSE
"128",13758,"RESOLVED","DUPLICATE",330781,"2006-03-16 21:33:14",238591,"draconx.ca","other","normal",0,1,NA,NA,"2007-03-24 10:11:18","Restricted to single screen on multi-screen X configuration.","--",NA,FALSE,279,"not_fixed",FALSE
"129",13759,"RESOLVED","DUPLICATE",258742,"2004-09-10 06:49:33",94,"drew.ca","other","normal",0,13548,NA,NA,"2004-09-12 19:24:52","Plugin Finder Service's not found too final","--",NA,TRUE,279,"not_fixed",FALSE
"130",13760,"RESOLVED","DUPLICATE",299853,"2005-07-06 10:38:52",94,"drew.ca","other","normal",0,1,NA,NA,"2008-07-31 02:09:07","With bfcache/fastback, background not restored properly on back","--",NA,TRUE,277,"not_fixed",FALSE
"131",13761,"RESOLVED","DUPLICATE",418176,"2008-02-17 21:46:03",94,"drew.ca","other","normal",0,1,NA,NA,"2009-11-26 06:29:17","Deleting more than one or two history items takes a long time","--",NA,TRUE,277,"not_fixed",FALSE
"132",13762,"RESOLVED","DUPLICATE",488573,"2009-04-15 14:37:57",94,"drew.ca","other","normal",0,1,NA,NA,"2009-11-26 06:29:19","username@url should not include username in history","--",NA,TRUE,277,"not_fixed",FALSE
"133",13763,"RESOLVED","DUPLICATE",559633,"2010-04-15 12:58:14",94,"drew.ca","other","normal",0,1,NA,NA,"2010-04-15 13:00:47","tap to stop kinetic scrolling","--",NA,TRUE,920,"not_fixed",FALSE
"134",13764,"RESOLVED","DUPLICATE",578463,"2010-07-13 13:37:13",94,"drew.ca","other","normal",0,1,NA,NA,"2010-07-13 15:36:59","Dragging tabs off into new windows doesn't load content","--",NA,TRUE,386,"not_fixed",FALSE
"135",13765,"RESOLVED","DUPLICATE",588548,"2010-08-18 13:52:00",94,"drew.ca","other","normal",0,1,NA,NA,"2010-08-18 14:31:47","opening a (single?) background tab, then navigating to it, then closing it should bring you back to where you started","--",NA,TRUE,386,"not_fixed",FALSE
"136",13766,"RESOLVED","DUPLICATE",626284,"2011-01-16 16:56:47",94,"drew.ca","other","normal",0,1,NA,NA,"2011-01-16 16:58:48","Set moz-opaque on panorama canvases","--",NA,TRUE,1078,"not_fixed",FALSE
"137",13767,"RESOLVED","DUPLICATE",637211,"2011-02-27 14:34:23",94,"drew.ca","other","normal",0,1,NA,NA,"2011-02-27 14:35:52","Bottom rounded borders of tabs on top are ugly with persona applied on Mac","--",NA,TRUE,687,"not_fixed",FALSE
"138",13768,"RESOLVED","DUPLICATE",705843,"2011-11-28 12:53:02",94,"drew.ca","other","normal",0,1,NA,NA,"2011-12-05 00:46:08","Pressing enter with autocomplete open should send only what I've typed","P2",NA,TRUE,1334,"not_fixed",FALSE
"139",13769,"RESOLVED","DUPLICATE",707765,"2011-12-05 11:05:19",94,"drew.ca","other","normal",0,227322,NA,NA,"2012-01-06 16:19:08","Flash elements jump around when zooming & panning","P1",NA,TRUE,1319,"not_fixed",FALSE
"140",13770,"RESOLVED","DUPLICATE",714535,"2012-01-01 10:25:02",94,"drew.ca","other","normal",0,1,NA,NA,"2012-01-01 20:33:58","Every other pan is ignored","--",NA,TRUE,1319,"not_fixed",FALSE
"141",13771,"RESOLVED","DUPLICATE",725915,"2012-02-09 19:08:27",94,"drew.ca","other","normal",0,420451,NA,NA,"2012-02-21 22:36:17","Takes 15 seconds for about:home top sites to show up on first load","P1",NA,TRUE,1319,"not_fixed",FALSE
"142",13772,"RESOLVED","DUPLICATE",727860,"2012-02-16 08:47:18",94,"drew.ca","other","normal",0,1,NA,NA,"2012-03-08 08:41:16","Browser Quest doesn't take full screen width when rotated to landscape","P2",NA,TRUE,1319,"not_fixed",FALSE
"143",13773,"RESOLVED","DUPLICATE",728283,"2012-02-17 09:59:06",94,"drew.ca","other","normal",0,1,NA,NA,"2012-02-24 11:10:01","Sometimes rendering is black","--",NA,TRUE,1319,"not_fixed",FALSE
"144",13774,"RESOLVED","DUPLICATE",744529,"2012-04-11 12:20:25",94,"drew.ca","other","normal",0,1,NA,NA,"2012-05-16 07:13:58","When starting to load a page, we should display default colour (white)","--",NA,TRUE,1319,"not_fixed",FALSE
"145",13775,"RESOLVED","DUPLICATE",749731,"2012-04-27 11:43:39",94,"drew.ca","other","normal",0,1,NA,NA,"2012-05-22 13:03:08","Single-pixel corruption due to workaround for bug 724786","--",NA,TRUE,1319,"not_fixed",FALSE
"146",13776,"RESOLVED","DUPLICATE",777407,"2012-07-25 10:27:02",94,"drew.ca","other","normal",1,1,NA,NA,"2012-08-02 12:57:32","Built-in PDF viewer keeps getting disabled","--",NA,TRUE,1426,"not_fixed",FALSE
"147",13777,"RESOLVED","DUPLICATE",802281,"2012-10-16 11:36:21",94,"drew.ca","other","normal",0,1,NA,NA,"2012-10-16 11:45:23","Black flash on startup (JB only?) is back","--",NA,TRUE,715,"not_fixed",FALSE
"148",13778,"RESOLVED","DUPLICATE",804218,"2012-10-22 10:26:09",94,"drew.ca","other","normal",0,1,NA,NA,"2012-10-22 15:47:13","Can't remove Facebook button","--",NA,TRUE,1453,"not_fixed",FALSE
"149",13779,"RESOLVED","DUPLICATE",813375,"2012-11-19 16:48:00",94,"drew.ca","other","normal",0,1,NA,NA,"2012-11-20 14:05:02","Tools > Facebook Messenger > Remove from Nightly doesn't do anything","--",NA,TRUE,1453,"not_fixed",FALSE
"150",13780,"RESOLVED","DUPLICATE",260687,"2004-09-20 21:45:25",24230,"eire.ca","other","minor",0,13548,NA,NA,"2004-09-21 19:11:18","Add option to download a file if missing a plugin","--",NA,FALSE,279,"not_fixed",FALSE
"151",13781,"RESOLVED","DUPLICATE",271647,"2004-11-24 18:02:30",24230,"eire.ca","other","trivial",0,5566,NA,NA,"2005-05-22 03:27:31","bottom of scroll bar is hidden when tab bar shifts page down","--",NA,TRUE,386,"not_fixed",FALSE
"152",13782,"RESOLVED","DUPLICATE",550720,"2010-03-06 15:38:13",375796,"exports.ca","other","major",0,1,NA,NA,"2010-03-07 13:53:21","Verification notice obstructs folders into which user wants to place the bookmark","--",NA,FALSE,279,"not_fixed",FALSE
"153",13783,"RESOLVED","DUPLICATE",288066,"2005-03-28 13:21:59",192948,"ganache.ca","other","major",0,13548,NA,NA,"2005-03-28 13:25:17","New Powerbook G4 two-fingered trackpad scrolling causes pages to move Forward/Back","--",NA,FALSE,279,"not_fixed",FALSE
"154",13784,"RESOLVED","DUPLICATE",386890,"2007-07-04 14:03:10",250939,"hapax.qc.ca","other","major",0,1,NA,NA,"2007-07-05 00:08:48","&thinsp; should not be automatically no-break, please implement UTR 14","--",NA,FALSE,279,"not_fixed",FALSE
"155",13785,"RESOLVED","DUPLICATE",593643,"2010-09-04 17:45:21",392897,"hexe.ca","other","normal",0,1,NA,NA,"2010-09-06 16:49:15","top RHS corner taskbar dissapears","--",NA,FALSE,275,"not_fixed",FALSE
"156",13786,"RESOLVED","DUPLICATE",510867,"2009-08-17 04:43:34",355140,"houseoffire.ca","other","critical",0,1,NA,NA,"2010-05-25 14:38:50","Random Crash during XRenderFreePicture (X11 BadDrawable error)","--",NA,FALSE,279,"not_fixed",FALSE
"157",13787,"RESOLVED","DUPLICATE",446294,"2008-07-20 08:15:28",123695,"idrc.ca","other","minor",0,1,NA,NA,"2009-04-24 19:04:19","FireFox no longer takes focus when clicking on links in external applications.","--",NA,FALSE,279,"not_fixed",FALSE
"158",13788,"RESOLVED","DUPLICATE",268772,"2004-11-09 20:04:26",33190,"imotech.ca","other","normal",0,5566,NA,NA,"2005-05-02 12:41:40","Import dialog comes up blank when there's nothing to import","--",NA,FALSE,367,"not_fixed",FALSE
"159",13789,"RESOLVED","DUPLICATE",268742,"2004-11-09 17:23:02",159811,"jrickards.ca","other","normal",0,13548,NA,NA,"2005-03-09 05:42:44","Mouse over a:hover changes text to bold, causes floated div to flicker in middle of screen","--",NA,FALSE,279,"not_fixed",FALSE
"160",13790,"RESOLVED","DUPLICATE",554856,"2010-03-24 22:09:02",377804,"keyboardcowboy.ca","other","normal",0,1,NA,NA,"2010-03-25 20:11:03","Persona setup allows for man-in-the-middle attack","--",NA,TRUE,465,"not_fixed",FALSE
"161",13791,"RESOLVED","DUPLICATE",583573,"2010-08-01 07:04:46",389883,"klam.ca","other","normal",0,1,NA,NA,"2010-08-03 05:41:15","Closing an unresponsive popup windows crashes Firefox 4 beta 2","--",NA,FALSE,279,"not_fixed",FALSE
"162",13792,"RESOLVED","DUPLICATE",306650,"2005-08-31 19:48:57",214864,"laverty.ca","other","normal",0,1,NA,NA,"2005-08-31 21:00:13","TD cells fail to inherit parent COL/COLGROUP align type","--",NA,FALSE,279,"not_fixed",FALSE
"163",13793,"RESOLVED","DUPLICATE",358566,"2006-10-28 19:00:51",261740,"learn.ca","other","major",0,1,NA,NA,"2006-11-03 16:30:02","Bookmarks won't work. Can't add a new one.  Add/Remove programs won't load to uninstall","--",NA,FALSE,277,"not_fixed",FALSE
"164",13794,"RESOLVED","DUPLICATE",375182,"2007-03-24 03:59:03",224027,"lekei.ca","other","critical",0,1,NA,NA,"2007-03-24 04:27:59","Session restore severe security and privacy bug","--",NA,FALSE,624,"not_fixed",FALSE
"165",13795,"RESOLVED","DUPLICATE",395913,"2007-09-12 09:45:18",268943,"linuxsoft.ca","other","trivial",0,1,NA,NA,"2007-09-12 09:58:37","mouse cursor style does not switch to 'hand' when hovering over target area","--",NA,FALSE,279,"not_fixed",FALSE
"166",13796,"RESOLVED","DUPLICATE",253838,"2004-07-31 08:14:06",135776,"lockie.ca","other","critical",0,13548,NA,NA,"2004-07-31 09:12:46","crash while scrolling","--",NA,FALSE,279,"not_fixed",FALSE
"167",13797,"RESOLVED","DUPLICATE",538812,"2010-01-09 18:26:35",135776,"lockie.ca","other","normal",0,1,NA,NA,"2010-10-02 09:28:43","Context menu of entries in the ""List all tabs"" menu operates on the currently active tab and not the selected one","--",NA,TRUE,386,"not_fixed",FALSE
"168",13798,"RESOLVED","DUPLICATE",288444,"2005-03-31 06:53:25",183800,"maritimesource.ca","other","normal",0,1,NA,NA,"2006-08-27 05:41:46","""There is no disk in the drive..."" error dialog continually displays","--",NA,FALSE,277,"not_fixed",FALSE
"169",13799,"RESOLVED","DUPLICATE",690920,"2011-09-30 14:20:44",411845,"mcpherrin.ca","other","enhancement",0,1,NA,NA,"2011-10-03 10:15:57","Firefox for mobile has no way to view ""title"" attribute of an image.","--",NA,TRUE,715,"not_fixed",FALSE
"170",13800,"RESOLVED","DUPLICATE",302692,"2005-07-29 14:57:24",210809,"mediacorp.ca","other","major",0,1,NA,NA,"2005-07-29 15:38:53","Title attribute is truncated in Firefox","--",NA,FALSE,279,"not_fixed",FALSE
"171",13801,"RESOLVED","DUPLICATE",486031,"2009-03-30 16:41:04",342404,"metameat.ca","other","major",0,1,NA,NA,"2009-03-30 23:28:36","File save/upload dialog intermittently unresponsive (OS X)","--",NA,FALSE,381,"not_fixed",FALSE
"172",13802,"RESOLVED","DUPLICATE",598239,"2010-09-20 19:36:28",394602,"michaelhall.ca","other","normal",0,1,NA,NA,"2010-09-20 22:26:42","Area under auto-scroll ""icon"" does not get updated","--",NA,FALSE,279,"not_fixed",FALSE
"173",13803,"RESOLVED","DUPLICATE",686440,"2011-09-13 04:13:21",424690,"msibureautique.ca","other","normal",0,1,NA,NA,"2011-09-13 07:36:10","FTP listed in ISO-8859 instead of UTF-8","--",NA,FALSE,279,"not_fixed",FALSE
"174",13804,"RESOLVED","DUPLICATE",318455,"2005-11-30 16:31:18",225044,"musis.ca","other","major",0,1,NA,NA,"2005-11-30 23:19:31","No scroll bars appears with version 1.5.","--",NA,FALSE,279,"not_fixed",FALSE
"175",13805,"RESOLVED","DUPLICATE",604157,"2010-10-13 13:38:34",45686,"neonet.bc.ca","other","enhancement",0,1,NA,NA,"2010-10-13 13:44:40","text colour for link in urlbar","--",NA,FALSE,294,"not_fixed",FALSE
"176",13806,"RESOLVED","DUPLICATE",406333,"2007-12-01 09:54:06",294789,"omghax.ca","other","normal",0,1,NA,NA,"2007-12-08 13:01:55","When dragging an item (tab/text/images) to Bookmarks toolbar, positioning visual never disappears if item is continued to be dragged off of toolbar","--",NA,FALSE,275,"not_fixed",FALSE
"177",13807,"RESOLVED","DUPLICATE",319866,"2005-12-11 07:06:58",15348,"peterjanes.ca","other","normal",1,1,NA,NA,"2008-06-22 06:20:30","Page Info Media tab does not resolve path for EMBED items","--",NA,TRUE,385,"not_fixed",FALSE
"178",13808,"RESOLVED","DUPLICATE",364032,"2006-12-16 00:22:59",146008,"phox.ca","other","major",0,1,NA,NA,"2006-12-16 12:48:52","FF 2.0 still has keyboard shortcut/focus issues","--",NA,FALSE,409,"not_fixed",FALSE
"179",13809,"RESOLVED","DUPLICATE",378880,"2007-04-26 07:37:32",146008,"phox.ca","other","major",0,1,NA,NA,"2007-05-03 17:28:02","Same issue as bug 378192, only with ff 2.0.0.3/win32, and workaround doesn't work.","--",NA,FALSE,360,"not_fixed",FALSE
"180",13810,"RESOLVED","DUPLICATE",319102,"2005-12-04 22:46:41",125774,"pkts.ca","other","major",0,1,NA,NA,"2005-12-05 16:30:56","Download Actions screen doesn't have an 'Add' button to add a new action.","--",NA,FALSE,381,"not_fixed",FALSE
"181",13811,"RESOLVED","DUPLICATE",317315,"2005-11-21 10:52:29",30021,"quikbox.ca","other","normal",1,1,NA,NA,"2007-02-18 09:15:18","Firefox crashes when trying to play audio via /dev/dsp if hardware has no sound support","--",NA,FALSE,375,"not_fixed",FALSE
"182",13812,"RESOLVED","DUPLICATE",406925,"2007-12-04 21:30:17",30021,"quikbox.ca","other","normal",0,1,NA,NA,"2007-12-04 22:04:57","File menu appears a 2nd time in the menu bar after Help","--",NA,FALSE,276,"not_fixed",FALSE
"183",13813,"RESOLVED","DUPLICATE",426282,"2008-03-31 19:08:54",30021,"quikbox.ca","other","major",0,1,NA,NA,"2008-04-01 07:44:30","Certain PNG images do not display properly or at all after the first time they are loaded","--",NA,FALSE,279,"not_fixed",FALSE
"184",13814,"RESOLVED","DUPLICATE",316079,"2005-11-11 10:59:17",223982,"raitch.ca","other","enhancement",0,1,NA,NA,"2005-11-11 15:39:13","(RFE) Right-mouse add to context menu with text selected: Add entry as ""Go To 'Selected Text'""","--",NA,FALSE,276,"not_fixed",FALSE
"185",13815,"RESOLVED","DUPLICATE",453930,"2008-09-05 20:14:35",323927,"ronigo.ca","other","normal",0,1,NA,NA,"2008-09-06 05:15:00","MS Frontpage created pages do not show 'automatic' text color","--",NA,FALSE,279,"not_fixed",FALSE
"186",13816,"RESOLVED","DUPLICATE",275355,"2004-12-20 03:17:13",176075,"rvadventure.ca","other","normal",0,13548,NA,NA,"2004-12-20 15:46:17","new file window always starts at homepage","--",NA,FALSE,279,"not_fixed",FALSE
"187",13817,"RESOLVED","DUPLICATE",382137,"2007-05-26 16:06:34",206911,"scare.ca","other","minor",0,1,NA,NA,"2007-05-26 19:03:25","class, id & style attributes in col (and colgroup) tags not being applied","--",NA,FALSE,279,"not_fixed",FALSE
"188",13818,"RESOLVED","DUPLICATE",309170,"2005-09-19 09:15:15",185577,"shanesworld.ca","other","normal",0,1,NA,NA,"2005-09-29 11:26:09","Tools -> Options dialogue box will not open.","--",NA,FALSE,276,"not_fixed",FALSE
"189",13819,"RESOLVED","DUPLICATE",431323,"2008-04-29 06:54:48",129231,"siklos.ca","other","major",0,1,NA,NA,"2008-04-29 18:41:22","Missing second page of content when printing or print previewing this site","--",NA,TRUE,279,"not_fixed",FALSE
"190",13820,"RESOLVED","DUPLICATE",439084,"2008-06-13 09:45:54",129231,"siklos.ca","other","minor",0,1,NA,NA,"2009-03-11 06:55:06","Location Bar suggestion has out-of-date title","--",NA,TRUE,294,"not_fixed",FALSE
"191",13821,"RESOLVED","DUPLICATE",324135,"2006-01-20 06:52:00",232402,"sjrb.ca","other","critical",0,1,NA,NA,"2011-06-09 14:58:43","Crash when printing from Firefox window [@ lexpsnt3.dll + 0x87b8]","--",NA,FALSE,279,"not_fixed",FALSE
"192",13822,"RESOLVED","DUPLICATE",495179,"2009-05-27 21:22:37",346991,"sloot.ca","other","major",0,1,NA,NA,"2009-09-12 13:43:15","Location bar appears empty if certain Unicode in URL","--",NA,FALSE,294,"not_fixed",FALSE
"193",13823,"RESOLVED","DUPLICATE",562255,"2010-04-27 19:38:06",381574,"sooke.bc.ca","other","normal",0,1,NA,NA,"2010-07-12 22:36:35","Javascript-based Web sites (e.g. Facebook ""connections editor"") are able to trap browser close","--",NA,FALSE,465,"not_fixed",FALSE
"194",13824,"RESOLVED","DUPLICATE",360346,"2006-11-10 23:48:32",263519,"spidexweb.ca","other","trivial",0,1,NA,NA,"2006-11-11 08:42:58","CSS border applied to input type='hidden' will display hidden element","--",NA,FALSE,279,"not_fixed",FALSE
"195",13825,"RESOLVED","DUPLICATE",281474,"2005-02-07 22:52:19",184337,"stonesteps.ca","other","critical",0,13548,NA,NA,"2005-02-08 11:50:54","International Domain Names (IDN) may be used to spoof ligitimate websites","--",NA,FALSE,279,"not_fixed",FALSE
"196",13826,"RESOLVED","DUPLICATE",640865,"2011-03-10 20:37:26",409073,"tabnet.ca","other","major",0,1,NA,NA,"2011-04-23 23:33:47","Pageup/down buttons causing browser to jump forward/back in history","--",NA,FALSE,409,"not_fixed",FALSE
"197",13827,"RESOLVED","DUPLICATE",610246,"2010-11-07 11:07:52",91156,"techne.ca","other","normal",0,1,NA,NA,"2010-11-07 11:09:50","Incorrect tab shown (foreground tab) when currently open tab is closed","--",NA,FALSE,386,"not_fixed",FALSE
"198",13828,"RESOLVED","DUPLICATE",439695,"2008-06-17 13:49:57",313858,"tenninjas.ca","other","major",6,1,NA,NA,"2011-11-28 16:57:40","Preferences Ignored","--",NA,FALSE,278,"not_fixed",FALSE
"199",13829,"RESOLVED","DUPLICATE",438943,"2008-06-12 15:17:40",312608,"transubuntu.ca","other","trivial",0,1,NA,NA,"2008-06-12 18:32:47","The version in ""about:"" is showing the revision number where the version number should be","--",NA,FALSE,279,"not_fixed",FALSE
"200",13830,"RESOLVED","DUPLICATE",274523,"2004-12-13 18:34:30",51090,"wxs.ca","other","critical",0,1,NA,NA,"2006-08-27 05:35:09","crash if I search bookmarks","--",NA,FALSE,277,"not_fixed",FALSE
"201",13831,"RESOLVED","DUPLICATE",339549,"2006-05-28 22:18:25",51090,"wxs.ca","other","critical",0,1,NA,NA,"2006-05-28 23:16:55","Keyboard entry broken after browsing for a while","--",NA,FALSE,279,"not_fixed",FALSE
"202",13832,"RESOLVED","DUPLICATE",322864,"2006-01-09 15:50:05",231112,"xnb.ca","other","normal",0,1,NA,NA,"2006-01-10 08:41:32","Cannot use <Left Alt>+Keycode to input other language characters.","--",NA,FALSE,409,"not_fixed",FALSE
"203",13833,"RESOLVED","DUPLICATE",557626,"2010-04-06 13:29:21",379445,"yau.ca","other","normal",0,1,NA,NA,"2010-04-06 14:18:10","Javascript escape function doesn't escape ""</script>""","--",NA,FALSE,279,"not_fixed",FALSE
"204",42464,"RESOLVED","EXPIRED",282651,"2005-02-17 16:29:19",186032,"utoronto.ca","university","major",0,5566,NA,NA,"2012-01-12 02:52:33","location bar autocomplet consumes 100% CPU","--",61809,FALSE,294,"not_fixed",FALSE
"205",42465,"RESOLVED","EXPIRED",287310,"2005-03-22 19:36:56",140042,"uwaterloo.ca","university","enhancement",0,13548,NA,NA,"2005-10-13 10:14:32","gb2312 encoded pages should use western fonts for western characters","--",NA,FALSE,279,"not_fixed",FALSE
"206",42466,"RESOLVED","EXPIRED",285206,"2005-03-07 16:30:25",189395,"sfu.ca","university","minor",0,5566,NA,NA,"2005-10-13 10:14:09","Autocomplete contents not changed if first letter changed","--",61809,FALSE,294,"not_fixed",FALSE
"207",42467,"RESOLVED","EXPIRED",285994,"2005-03-13 11:42:31",120083,"dal.ca","university","normal",0,5566,NA,NA,"2006-08-27 06:37:52","Language selection is not directly applied to web pages on reload","--",NA,FALSE,278,"not_fixed",FALSE
"208",42468,"RESOLVED","EXPIRED",290701,"2005-04-17 08:32:50",196400,"mun.ca","university","normal",0,13548,NA,NA,"2005-10-13 10:13:03","Page freezes firefox, but not mozilla, may be pop-up","--",NA,FALSE,279,"not_fixed",FALSE
"209",42469,"RESOLVED","EXPIRED",264535,"2004-10-15 09:00:28",41611,"rmc.ca","college","normal",0,5566,NA,NA,"2005-10-13 10:15:53","close multiple tabs dialogue doesn't support most common use case","--",NA,FALSE,386,"not_fixed",FALSE
"210",42470,"RESOLVED","EXPIRED",268054,"2004-11-05 22:47:05",162727,"vcn.bc.ca","other","major",0,10520,NA,NA,"2005-10-13 10:13:08","getAccessibleFor throws NS_ERROR_FAILURE for link nodes","P2",8793,FALSE,408,"not_fixed",FALSE
"211",42471,"RESOLVED","EXPIRED",283397,"2005-02-23 17:53:38",13826,"rac.ca","other","normal",0,13548,NA,NA,"2005-10-13 10:13:18","Multiple send in javascript spawns several mailers and also doesnt flag potential problems","--",NA,FALSE,279,"not_fixed",FALSE
"212",42472,"RESOLVED","EXPIRED",268728,"2004-11-09 16:27:27",27218,"komatsu.ca","other","critical",0,5566,NA,NA,"2005-10-13 10:16:33","Immediate crash when trying to access network drive paths","--",96067,FALSE,381,"not_fixed",FALSE
"213",42473,"RESOLVED","EXPIRED",250201,"2004-07-07 08:34:20",145724,"carma.ca","other","normal",0,13548,NA,NA,"2008-07-31 02:07:55","Using phpMyAdmin results in loss of history","--",NA,FALSE,277,"not_fixed",FALSE
"214",42474,"RESOLVED","EXPIRED",286139,"2005-03-14 14:27:39",72520,"green-light.ca","other","minor",1,13548,NA,NA,"2005-10-13 10:15:39","Georgia font decreased in size in float:right div causes print:preview overflow","--",NA,FALSE,279,"not_fixed",FALSE
"215",42475,"RESOLVED","EXPIRED",267412,"2004-11-02 19:40:24",165878,"kibbee.ca","other","normal",0,13548,NA,NA,"2005-10-13 10:11:56","PNG Transparency doesn't display same as background color of page.","--",NA,FALSE,279,"not_fixed",FALSE
"216",42476,"RESOLVED","EXPIRED",264350,"2004-10-14 06:04:54",59689,"openconcept.ca","other","minor",0,13548,NA,NA,"2005-10-13 10:15:48","Can log in with all other browsers except Firefox 1.0PR","--",NA,FALSE,279,"not_fixed",FALSE
"217",42477,"RESOLVED","EXPIRED",275352,"2004-12-20 02:46:14",176075,"rvadventure.ca","other","normal",0,13548,NA,NA,"2005-10-13 10:15:44","cannot connect to internet if other applications are using firefox window","--",NA,FALSE,279,"not_fixed",FALSE
"218",42478,"RESOLVED","EXPIRED",295274,"2005-05-23 14:14:24",51090,"wxs.ca","other","normal",0,1,NA,NA,"2005-10-13 10:14:06","pop-up blocker blocks pop-ups requested from bookmarklet.","--",NA,FALSE,277,"not_fixed",FALSE
"219",44604,"RESOLVED","FIXED",747835,"2012-04-22 23:29:22",417710,"uwaterloo.ca","university","normal",0,417710,"uwaterloo.ca","university","2012-12-27 14:06:24","Robocop: Add automated test for Back and Forward Buttons","--",NA,TRUE,1319,"fixed",TRUE
"220",44605,"RESOLVED","FIXED",390377,"2007-07-31 15:29:09",285015,"sfu.ca","university","normal",0,1,NA,NA,"2008-12-14 07:39:48","RTL BiDi Cursor Unnecessary Displayed","--",NA,FALSE,279,"fixed",TRUE
"221",44606,"RESOLVED","FIXED",264617,"2004-10-15 22:34:43",162502,"ualberta.ca","university","critical",0,5566,NA,NA,"2004-10-16 18:07:34","crash if I try to open a pdf file","--",96067,FALSE,381,"fixed",TRUE
"222",44607,"RESOLVED","FIXED",436672,"2008-05-31 07:19:57",311637,"yorku.ca","university","critical",0,1,NA,NA,"2008-06-05 12:21:38","Exiting Polycom PVX while Firefox 3 Beta 5 (or RC1) is running causes system crash.","--",NA,FALSE,279,"fixed",TRUE
"223",44608,"RESOLVED","FIXED",215121,"2003-08-05 06:09:46",107235,"unb.ca","university","minor",0,84659,NA,NA,"2003-08-26 10:05:47","About box text is invisible when OS system colors set to white text","--",61809,TRUE,279,"fixed",TRUE
"224",44609,"RESOLVED","FIXED",265109,"2004-10-19 10:46:46",59980,"usherbrooke.ca","university","normal",0,59980,"usherbrooke.ca","university","2004-11-01 10:31:44","Use different character encoding for different platforms for README.txt","--",5003,TRUE,295,"fixed",TRUE
"225",44610,"RESOLVED","FIXED",227364,"2003-12-03 06:18:37",13826,"rac.ca","other","normal",0,13548,NA,NA,"2003-12-04 07:14:46","javascripted menus disappear if page scrolled","--",NA,FALSE,279,"fixed",TRUE
"226",44611,"RESOLVED","FIXED",228052,"2003-12-10 07:13:13",13826,"rac.ca","other","normal",0,13548,NA,NA,"2003-12-18 06:59:39","crash on loading page","--",NA,FALSE,279,"fixed",TRUE
"227",44612,"RESOLVED","FIXED",642108,"2011-03-16 05:39:06",122472,"page.ca","other","normal",0,249294,NA,NA,"2011-04-12 19:24:25","JS errors from HUD in Error Console","--",NA,TRUE,905,"fixed",TRUE
